typeName;typeName;quantity;typeName;(No column name)
Small Salvage Tackle II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Small Semiconductor Memory Cell II;Datacore - High Energy Physics;1;High Energy Physics;NULL
Small Semiconductor Memory Cell II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Small Semiconductor Memory Cell II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Small Sentry Damage Augmentor II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Sentry Damage Augmentor II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Small Sentry Damage Augmentor II;Incognito Tuner Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Small Shield Booster II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Small Shield Booster II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Small Shield Booster II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Shield Extender II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Small Shield Extender II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Small Shield Extender II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Shield Transporter II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Small Shield Transporter II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Small Shield Transporter II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Signal Disruption Amplifier II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Small Signal Disruption Amplifier II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Signal Disruption Amplifier II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Small Signal Focusing Kit II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Small Signal Focusing Kit II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Signal Focusing Kit II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Stasis Drone Augmentor II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Stasis Drone Augmentor II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Small Stasis Drone Augmentor II;Incognito Tuner Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Small Targeting System Subcontroller II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Small Targeting System Subcontroller II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Targeting System Subcontroller II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Targeting Systems Stabilizer II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Small Targeting Systems Stabilizer II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Targeting Systems Stabilizer II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Tracking Diagnostic Subroutines II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Small Tracking Diagnostic Subroutines II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Small Tracking Diagnostic Subroutines II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Tractor Beam II;Datacore - High Energy Physics;1;High Energy Physics;NULL
Small Tractor Beam II;Datacore - Laser Physics;1;Laser Physics;NULL
Small Tractor Beam II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Small Trimark Armor Pump II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Small Trimark Armor Pump II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Small Trimark Armor Pump II;Occult Tuner Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Small Warhead Calefaction Catalyst II;Datacore - Rocket Science;1;Rocket Science;NULL
Small Warhead Calefaction Catalyst II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Small Warhead Calefaction Catalyst II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Warhead Flare Catalyst II;Datacore - Rocket Science;1;Rocket Science;NULL
Small Warhead Flare Catalyst II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Small Warhead Flare Catalyst II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Warhead Rigor Catalyst II;Datacore - Rocket Science;1;Rocket Science;NULL
Small Warhead Rigor Catalyst II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Small Warhead Rigor Catalyst II;Esoteric Tuner Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Small Warp Core Optimizer II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Small Warp Core Optimizer II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Small Warp Core Optimizer II;Cryptic Tuner Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Spike L;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Spike L;Datacore - Rocket Science;1;Rocket Science;NULL
Spike L;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Spike M;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Spike M;Datacore - Rocket Science;1;Rocket Science;NULL
Spike M;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Spike S;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Spike S;Datacore - Rocket Science;1;Rocket Science;NULL
Spike S;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Spodumain Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Spodumain Mining Crystal II;Datacore - Laser Physics;3;Laser Physics;NULL
Spodumain Mining Crystal II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Standard Missile Launcher II;Datacore - Rocket Science;1;Rocket Science;NULL
Standard Missile Launcher II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Standard Missile Launcher II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Stasis Webifier II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Stasis Webifier II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Stasis Webifier II;Datacore - Graviton Physics;2;Graviton Physics;NULL
Stiletto;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Stiletto;Datacore - Minmatar Starship Engineering;2;Minmatar Starship Engineering;NULL
Stiletto;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Survey Scanner II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Survey Scanner II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
Survey Scanner II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Tachyon Beam Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Tachyon Beam Laser II;Datacore - High Energy Physics;3;High Energy Physics;NULL
Tachyon Beam Laser II;Datacore - Laser Physics;3;Laser Physics;NULL
Taranis;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Taranis;Datacore - Gallentean Starship Engineering;2;Gallentean Starship Engineering;NULL
Taranis;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Target Painter II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Target Painter II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Target Painter II;Datacore - Graviton Physics;2;Graviton Physics;NULL
Thermic Plating II;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Thermic Plating II;Datacore - Nanite Engineering;1;Nanite Engineering;NULL
Thermic Plating II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Tracking Computer II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Tracking Computer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Tracking Computer II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Tracking Disruptor II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Tracking Disruptor II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
Tracking Disruptor II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Tracking Enhancer II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Tracking Enhancer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Tracking Enhancer II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Tracking Link II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Tracking Link II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
Tracking Link II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Trauma Fury Cruise Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Fury Cruise Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Fury Cruise Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Fury Heavy Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Fury Heavy Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Fury Heavy Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Fury Light Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Fury Light Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Fury Light Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Javelin Assault Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Javelin Assault Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Javelin Assault Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Javelin Rocket;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Javelin Rocket;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Javelin Rocket;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Javelin Torpedo;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Javelin Torpedo;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Javelin Torpedo;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Precision Cruise Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Precision Cruise Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Precision Cruise Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Precision Heavy Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Precision Heavy Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Precision Heavy Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Precision Light Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Precision Light Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Precision Light Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Rage Assault Missile;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Rage Assault Missile;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Rage Assault Missile;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Rage Rocket;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Rage Rocket;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Rage Rocket;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Trauma Rage Torpedo;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Trauma Rage Torpedo;Datacore - Rocket Science;1;Rocket Science;NULL
Trauma Rage Torpedo;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Tremor L;Datacore - Rocket Science;1;Rocket Science;NULL
Tremor L;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Tremor L;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Tremor M;Datacore - Rocket Science;1;Rocket Science;NULL
Tremor M;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Tremor M;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Tremor S;Datacore - Rocket Science;1;Rocket Science;NULL
Tremor S;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Tremor S;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Triage Module II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Triage Module II;Datacore - Electronic Engineering;6;Electronic Engineering;NULL
Triage Module II;Datacore - Mechanical Engineering;6;Mechanical Engineering;NULL
Vagabond;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Vagabond;Datacore - Minmatar Starship Engineering;8;Minmatar Starship Engineering;NULL
Vagabond;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Valkyrie II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Valkyrie II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Valkyrie II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Vargur;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Vargur;Datacore - Minmatar Starship Engineering;32;Minmatar Starship Engineering;NULL
Vargur;Datacore - Mechanical Engineering;32;Mechanical Engineering;NULL
Veldspar Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Veldspar Mining Crystal II;Datacore - Laser Physics;2;Laser Physics;NULL
Veldspar Mining Crystal II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Vengeance;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Vengeance;Datacore - Amarrian Starship Engineering;2;Amarrian Starship Engineering;NULL
Vengeance;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Vespa II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Vespa II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Vespa II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Viator;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Viator;Datacore - Gallentean Starship Engineering;8;Gallentean Starship Engineering;NULL
Viator;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Void L;Datacore - Plasma Physics;1;Plasma Physics;NULL
Void L;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Void L;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Void M;Datacore - Plasma Physics;1;Plasma Physics;NULL
Void M;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Void M;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Void S;Datacore - Plasma Physics;1;Plasma Physics;NULL
Void S;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Void S;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Vulture;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Vulture;Datacore - Caldari Starship Engineering;16;Caldari Starship Engineering;NULL
Vulture;Datacore - Mechanical Engineering;16;Mechanical Engineering;NULL
Warden II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Warden II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Warden II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Warp Core Stabilizer II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Warp Core Stabilizer II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Warp Core Stabilizer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Warp Disruption Field Generator II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Warp Disruption Field Generator II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Warp Disruption Field Generator II;Datacore - Graviton Physics;2;Graviton Physics;NULL
